project_name,class_name,wmc,cbo,dit,lcom,rfc,noc,numberOfLinesOfCode,numberOfMethods,numberOfVersionsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,defective
mylyn,org::eclipse::mylyn::wikitext::ui::annotation::AnchorNameAnnotation,2.0,3,1,1,3.0,0,6.0,2.0,5,2,6.0,3.0,1.2,4.0,2.0,0.8,2.0,1.0,0.4,32.7143,10.8571,0
mylyn,org::eclipse::mylyn::internal::tasks::core::externalization::AbstractExternalizationParticipant,13.0,5,1,55,38.0,3,57.0,11.0,12,3,132.0,51.0,11.0,83.0,44.0,6.91667,49.0,47.0,4.08333,44.1429,4.13745,0
mylyn,org::eclipse::mylyn::internal::trac::core::model::TracSearch,24.0,22,1,45,62.0,0,100.0,10.0,17,2,90.0,32.0,5.29412,57.0,18.0,3.35294,33.0,32.0,1.94118,133.0,60.3651,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryUtil,9.0,7,1,3,17.0,0,33.0,3.0,8,3,15.0,5.0,1.875,11.0,5.0,1.375,4.0,3.0,0.5,77.0,41.2667,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::dialogs::Messages,1.0,0,1,0,2.0,0,3.0,1.0,3,1,13.0,12.0,4.33333,7.0,6.0,2.33333,6.0,6.0,2.0,14.5714,5.52747,0
mylyn,org::eclipse::mylyn::internal::tasks::core::AttributeMap,5.0,3,1,6,10.0,0,17.0,4.0,3,2,5.0,4.0,1.66667,2.0,1.0,0.666667,3.0,3.0,1.0,30.1429,7.08571,0
mylyn,org::eclipse::mylyn::monitor::internal::TemporalStatistic,8.0,3,2,15,10.0,0,25.0,6.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.714,0.0,0
mylyn,org::eclipse::mylyn::internal::xplanner::ui::wizard::ProjectsViewerLabelProvider,9.0,6,1,3,9.0,0,30.0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42857,0.0,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlanContentProvider,7.0,1,1,15,10.0,0,18.0,6.0,4,2,8.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,46.0,14.6607,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::AttachmentTableLabelProvider,33.0,11,1,91,51.0,0,122.0,14.0,23,3,188.0,50.0,8.17391,111.0,45.0,4.82609,77.0,32.0,3.34783,90.4286,39.2249,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::IncomingPresentation,3.0,1,2,3,4.0,0,9.0,3.0,3,3,6.0,5.0,2.0,2.0,1.0,0.666667,4.0,4.0,1.33333,79.0,55.3571,0
mylyn,org::eclipse::mylyn::internal::context::core::ContextCorePlugin,27.0,60,1,120,58.0,0,115.0,16.0,14,2,194.0,80.0,13.8571,148.0,56.0,10.5714,46.0,77.0,3.28571,48.8571,14.8962,1
mylyn,org::eclipse::mylyn::internal::team::ccvs::CvsChangeSetAdapterFactory,4.0,0,1,1,3.0,0,10.0,2.0,2,2,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,47.4286,0.285714,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::search::StackTraceDuplicateDetector,15.0,13,2,6,34.0,0,70.0,4.0,7,2,14.0,5.0,2.0,11.0,5.0,1.57143,3.0,3.0,0.428571,43.8571,18.4082,0
mylyn,org::eclipse::mylyn::internal::monitor::usage::UiUsageMonitorPlugin,69.0,44,1,703,168.0,0,385.0,38.0,37,2,303.0,78.0,8.18919,364.0,64.0,9.83784,-61.0,24.0,-1.64865,92.5714,30.05,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetPage,38.0,15,1,45,67.0,0,251.0,10.0,44,3,690.0,267.0,15.6818,445.0,148.0,10.1136,245.0,119.0,5.56818,91.2857,19.9089,1
mylyn,org::eclipse::mylyn::tasks::tests::connector::MockAttachmentHandler,5.0,2,2,15,7.0,0,14.0,6.0,10,3,40.0,12.0,4.0,57.0,39.0,5.7,-17.0,7.0,-1.7,92.0,38.4464,0
mylyn,org::eclipse::mylyn::zest::layouts::dataStructures::InternalRelationship,17.0,6,1,105,21.0,0,58.0,15.0,8,3,86.0,43.0,10.75,13.0,6.0,1.625,73.0,42.0,9.125,184.857,60.8671,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::RichTextAttributeEditor,61.0,19,2,496,155.0,0,347.0,32.0,35,3,582.0,313.0,16.6286,218.0,81.0,6.22857,364.0,232.0,10.4,61.2857,35.5523,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::wizards::LocalRepositorySettingsPage,8.0,2,3,15,9.0,0,26.0,6.0,2,1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,18.8571,4.71429,0
mylyn,org::eclipse::mylyn::internal::sandbox::dev::properties::RepositoryQueryPropertySource,11.0,6,2,3,22.0,0,37.0,3.0,9,2,63.0,33.0,7.0,70.0,54.0,7.77778,-7.0,8.0,-0.777778,70.7143,16.7075,0
mylyn,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssConfiguration,5.0,4,1,10,18.0,0,34.0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42857,0.0,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewSorter,25.0,4,1,45,22.0,0,78.0,10.0,7,3,30.0,17.0,4.28571,25.0,15.0,3.57143,5.0,3.0,0.714286,48.8571,7.87143,0
mylyn,org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiViewUsageCollector,26.0,6,2,21,75.0,0,197.0,7.0,7,2,16.0,5.0,2.28571,15.0,5.0,2.14286,1.0,3.0,0.142857,92.5714,32.9464,0
mylyn,org::eclipse::mylyn::zest::core::widgets::ZestStyles,3.0,4,1,1,2.0,0,38.0,2.0,6,1,36.0,16.0,6.0,204.0,197.0,34.0,-168.0,7.0,-28.0,103.0,18.996,0
mylyn,org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowCheatSheetCommand,10.0,11,1,1,29.0,0,51.0,2.0,6,2,31.0,22.0,5.16667,23.0,15.0,3.83333,8.0,7.0,1.33333,32.7143,5.81567,1
mylyn,org::eclipse::mylyn::zest::core::widgets::GraphNode,108.0,23,2,1830,223.0,2,505.0,61.0,32,1,586.0,176.0,18.3125,427.0,203.0,13.3438,159.0,68.0,4.96875,103.714,11.9069,0
mylyn,org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::HorizontalRuleAnnotation,2.0,1,1,1,3.0,0,6.0,2.0,2,2,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,26.5714,6.71429,0
mylyn,org::eclipse::mylyn::internal::resources::ui::preferences::Messages,1.0,0,1,0,2.0,0,3.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorCopyAction,2.0,0,1,1,3.0,0,7.0,2.0,6,2,11.0,7.0,1.83333,11.0,4.0,1.83333,0.0,3.0,0.0,139.571,103.948,0
mylyn,org::eclipse::mylyn::zest::tests::swt::ZoomSnippet,16.0,6,1,3,42.0,0,108.0,3.0,2,1,0.0,0.0,0.0,1.0,1.0,0.5,-1.0,0.0,-0.5,80.8571,0.0,0
mylyn,org::eclipse::mylyn::wikitext::core::parser::markup::phrase::HtmlEndTagPhraseModifier,4.0,1,2,6,5.0,0,12.0,4.0,7,2,26.0,11.0,3.71429,5.0,2.0,0.714286,21.0,10.0,3.0,32.7143,13.5549,0
mylyn,org::eclipse::mylyn::internal::wikitext::tasks::ui::util::PlatformUrlHyperlink,2.0,1,1,1,3.0,0,6.0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,0
mylyn,org::eclipse::mylyn::commons::tests::manual::NoticicationPopupMain,3.0,2,1,0,8.0,0,24.0,1.0,2,1,10.0,10.0,5.0,5.0,5.0,2.5,5.0,5.0,2.5,43.0,16.4286,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::views::CustomTaskListDecorationDrawer,63.0,9,1,21,49.0,0,217.0,7.0,73,3,727.0,156.0,9.9589,572.0,156.0,7.83562,155.0,156.0,2.12329,96.5714,20.5895,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResultView,26.0,26,1,120,98.0,0,258.0,16.0,63,3,568.0,72.0,9.01587,460.0,88.0,7.30159,108.0,61.0,1.71429,135.429,71.7452,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesSorter,14.0,8,1,1,15.0,0,31.0,2.0,12,2,37.0,8.0,3.08333,24.0,8.0,2.0,13.0,8.0,1.08333,112.857,35.1583,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorDescriptionPart,16.0,14,3,36,71.0,0,126.0,9.0,31,3,191.0,49.0,6.16129,480.0,337.0,15.4839,-289.0,12.0,-9.32258,61.2857,15.2094,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::properties::ProjectPropertiesLinkProvider,11.0,3,2,3,19.0,0,45.0,3.0,17,2,37.0,7.0,2.17647,26.0,6.0,1.52941,11.0,5.0,0.647059,90.4286,47.0077,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::ActivateTaskHistoryDropDownAction,7.0,4,1,15,14.0,0,29.0,6.0,19,3,79.0,33.0,4.15789,179.0,139.0,9.42105,-100.0,6.0,-5.26316,91.1429,37.4069,0
mylyn,org::eclipse::mylyn::team::ui::AbstractActiveChangeSetProvider,2.0,3,1,1,4.0,1,6.0,2.0,10,2,43.0,12.0,4.3,25.0,10.0,2.5,18.0,12.0,1.8,92.4286,40.4419,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::ActiveSearchViewTracker,17.0,3,1,105,27.0,0,51.0,15.0,5,2,8.0,4.0,1.6,5.0,2.0,1.0,3.0,3.0,0.6,71.8571,39.125,0
mylyn,org::eclipse::mylyn::internal::bugzilla::core::SaxBugReportContentHandler,48.0,5,1,28,65.0,0,228.0,8.0,37,2,373.0,47.0,10.0811,276.0,41.0,7.45946,97.0,47.0,2.62162,148.571,12.7051,0
mylyn,org::eclipse::mylyn::internal::jira::core::model::JiraIssue,115.0,38,1,3160,137.0,0,345.0,80.0,6,2,62.0,27.0,10.3333,30.0,21.0,5.0,32.0,20.0,5.33333,49.8571,30.1774,0
mylyn,org::eclipse::mylyn::internal::commons::core::ZipFileUtil,24.0,15,1,10,74.0,0,137.0,5.0,6,3,88.0,44.0,14.6667,64.0,28.0,10.6667,24.0,16.0,4.0,46.0,31.6981,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::ToggleAllWorkingSetsAction,7.0,2,1,3,19.0,0,23.0,3.0,8,2,13.0,4.0,1.625,12.0,4.0,1.5,1.0,3.0,0.125,90.0,46.956,0
mylyn,org::eclipse::mylyn::internal::wikitext::ui::util::css::AnySelector,1.0,1,2,1,2.0,0,3.0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42857,0.0,0
mylyn,org::eclipse::mylyn::zest::core::widgets::internal::PolylineArcConnection,32.0,6,1,21,41.0,0,186.0,7.0,3,1,125.0,124.0,41.6667,95.0,94.0,31.6667,30.0,30.0,10.0,103.714,0.801143,0
mylyn,org::eclipse::mylyn::internal::xplanner::ui::XPlannerMylynUIPlugin,15.0,13,1,36,28.0,0,54.0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42857,0.0,1
mylyn,org::eclipse::mylyn::internal::provisional::commons::ui::AbstractNotificationPopup,54.0,9,1,231,86.0,2,404.0,22.0,8,2,38.0,10.0,4.75,36.0,9.0,4.5,2.0,5.0,0.25,45.8571,26.3346,1
mylyn,org::eclipse::mylyn::internal::wikitext::confluence::core::block::ExtendedPreformattedBlock,7.0,3,5,10,11.0,0,21.0,5.0,4,2,32.0,24.0,8.0,63.0,54.0,15.75,-31.0,0.0,-7.75,32.7143,2.41071,0
mylyn,org::eclipse::mylyn::commons::net::UnsupportedRequestException,1.0,0,1,0,1.0,0,3.0,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8571,0.0,0
mylyn,org::eclipse::mylyn::internal::bugzilla::core::history::AttachmentFlag,5.0,2,1,6,6.0,0,14.0,4.0,10,3,64.0,45.0,6.4,61.0,45.0,6.1,3.0,45.0,0.3,109.0,17.2679,0
mylyn,org::eclipse::mylyn::internal::compatibility::JavaRuntimeVersionChecker,4.0,1,1,0,3.0,0,31.0,1.0,11,2,34.0,13.0,3.09091,43.0,15.0,3.90909,-9.0,3.0,-0.818182,91.0,55.916,0
mylyn,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditor,53.0,23,2,136,197.0,0,672.0,17.0,4,3,11.0,6.0,2.75,10.0,9.0,2.5,1.0,5.0,0.25,39.5714,7.09091,0
mylyn,org::eclipse::mylyn::internal::team::ui::templates::TemplateHandlerContentProposalProvider,1.0,3,1,1,4.0,0,4.0,2.0,6,2,18.0,6.0,3.0,16.0,6.0,2.66667,2.0,1.0,0.333333,92.4286,59.0317,0
mylyn,org::xplanner::soap::XPlanner::XPlannerServiceLocator,26.0,3,2,171,40.0,0,97.0,19.0,5,2,281.0,205.0,56.2,199.0,197.0,39.8,82.0,74.0,16.4,93.7143,30.2867,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalTaskWizard,8.0,3,1,10,14.0,0,25.0,5.0,17,3,106.0,57.0,6.23529,72.0,33.0,4.23529,34.0,51.0,2.0,139.571,64.7668,0
mylyn,org::eclipse::mylyn::internal::bugs::java::BugzillaHyperLinkDetector,26.0,2,2,10,17.0,0,95.0,5.0,10,1,155.0,69.0,15.5,139.0,58.0,13.9,16.0,11.0,1.6,164.0,13.8286,0
mylyn,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFilter,39.0,2,3,91,35.0,0,82.0,14.0,9,2,223.0,195.0,24.7778,248.0,220.0,27.5556,-25.0,7.0,-2.77778,110.714,23.9532,0
mylyn,org::eclipse::mylyn::internal::context::core::LocalContextStore,29.0,27,1,136,79.0,0,159.0,17.0,13,3,95.0,56.0,7.30769,140.0,36.0,10.7692,-45.0,24.0,-3.46154,42.7143,6.16241,1
mylyn,org::eclipse::mylyn::tasks::ui::TaskElementLabelProvider,83.0,39,1,36,106.0,3,238.0,9.0,16,3,81.0,34.0,5.0625,56.0,36.0,3.5,25.0,10.0,1.5625,43.5714,10.9101,1
mylyn,org::eclipse::mylyn::internal::jira::core::service::JiraClientCache,33.0,37,1,325,112.0,0,211.0,26.0,12,2,139.0,56.0,11.5833,56.0,20.0,4.66667,83.0,36.0,6.91667,54.0,35.4923,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesView,23.0,18,1,120,62.0,0,147.0,16.0,40,3,305.0,31.0,7.625,162.0,21.0,4.05,143.0,31.0,3.575,139.571,53.3499,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentStorage,7.0,11,1,15,21.0,0,32.0,6.0,4,2,19.0,13.0,4.75,15.0,13.0,3.75,4.0,4.0,1.0,41.0,22.6466,0
mylyn,org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::ListBlock,32.0,11,3,15,57.0,0,115.0,6.0,7,2,24.0,15.0,3.42857,27.0,14.0,3.85714,-3.0,1.0,-0.428571,32.7143,7.35119,0
mylyn,org::eclipse::mylyn::internal::jira::core::JiraTaskAttachmentHandler,10.0,14,2,15,44.0,0,61.0,6.0,9,2,66.0,21.0,7.33333,63.0,34.0,7.0,3.0,14.0,0.333333,45.8571,6.91342,0
mylyn,org::eclipse::mylyn::internal::monitor::ui::Messages,1.0,0,1,0,2.0,0,3.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0
mylyn,org::eclipse::mylyn::internal::context::ui::TaskUiBridge,7.0,0,2,21,8.0,0,21.0,7.0,11,1,27.0,10.0,2.45455,29.0,5.0,2.63636,-2.0,8.0,-0.181818,139.714,41.0265,0
mylyn,org::eclipse::mylyn::internal::ide::ui::IdeUiUtil,7.0,0,1,1,5.0,0,22.0,2.0,13,2,65.0,17.0,5.0,69.0,25.0,5.30769,-4.0,15.0,-0.307692,147.714,54.5385,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTip,103.0,38,1,351,218.0,0,488.0,27.0,60,3,624.0,58.0,10.4,449.0,38.0,7.48333,175.0,57.0,2.91667,75.0,27.8542,1
mylyn,org::eclipse::mylyn::internal::tasks::ui::TaskJobFactory,7.0,10,1,21,31.0,0,100.0,7.0,21,3,95.0,23.0,4.52381,53.0,7.0,2.52381,42.0,20.0,2.0,45.8571,5.72932,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::commands::OpenRepositoryTaskHandler,1.0,1,1,0,3.0,0,4.0,1.0,4,2,7.0,4.0,1.75,4.0,2.0,1.0,3.0,3.0,0.75,32.1429,11.5918,0
mylyn,org::eclipse::mylyn::wikitext::core::util::XmlStreamWriter,0.0,6,1,190,20.0,2,0.0,20.0,3,2,14.0,8.0,4.66667,13.0,12.0,4.33333,1.0,5.0,0.333333,32.7143,8.69388,0
mylyn,org::eclipse::mylyn::tasks::core::TaskActivationAdapter,4.0,0,1,6,4.0,2,8.0,4.0,5,3,10.0,5.0,2.0,7.0,5.0,1.4,3.0,3.0,0.6,47.4286,14.8286,0
mylyn,org::eclipse::mylyn::internal::provisional::commons::soap::AbstractSoapClient,6.0,3,1,10,17.0,1,57.0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5714,0.0,0
mylyn,org::eclipse::mylyn::internal::team::ui::actions::TaskResourceMappingActionProvider,1.0,2,1,0,4.0,0,8.0,1.0,11,2,31.0,9.0,2.81818,34.0,9.0,3.09091,-3.0,3.0,-0.272727,139.286,46.7327,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::util::ClipboardCopier,5.0,2,1,6,8.0,1,17.0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85714,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::PersonProposalProvider,22.0,12,1,21,54.0,0,123.0,7.0,36,3,400.0,127.0,11.1111,327.0,127.0,9.08333,73.0,127.0,2.02778,96.5714,19.5921,1
mylyn,org::eclipse::mylyn::internal::provisional::commons::ui::DateSelectionDialog,10.0,3,1,15,16.0,0,47.0,6.0,5,2,15.0,7.0,3.0,14.0,6.0,2.8,1.0,3.0,0.2,45.8571,14.2762,0
mylyn,org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::TableBlock,13.0,8,3,6,32.0,0,62.0,4.0,3,2,7.0,5.0,2.33333,7.0,5.0,2.33333,0.0,0.0,0.0,32.7143,4.89796,0
mylyn,org::eclipse::mylyn::bugzilla::deprecated::BugzillaStackTraceDuplicateDetector,4.0,5,1,0,11.0,0,27.0,1.0,3,3,5.0,5.0,1.66667,1.0,1.0,0.333333,4.0,4.0,1.33333,39.5714,13.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::ExpandAllAction,3.0,1,1,1,6.0,0,12.0,2.0,11,2,24.0,4.0,2.18182,25.0,7.0,2.27273,-1.0,3.0,-0.0909091,139.571,78.9226,0
mylyn,org::eclipse::mylyn::internal::examples::jira::JiraIssueCollector,7.0,1,1,21,10.0,0,22.0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8571,0.0,0
mylyn,org::eclipse::mylyn::internal::monitor::reports::collectors::AbstractMylynUsageCollector,4.0,3,2,1,11.0,1,14.0,2.0,3,2,5.0,4.0,1.66667,2.0,1.0,0.666667,3.0,3.0,1.0,88.0,64.9429,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::QueryCloneAction,9.0,10,1,6,36.0,0,55.0,4.0,16,3,64.0,23.0,4.0,56.0,17.0,3.5,8.0,6.0,0.5,85.4286,56.9888,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::DeactivateAllTasksAction,2.0,2,1,1,4.0,0,6.0,2.0,9,3,14.0,4.0,1.55556,11.0,2.0,1.22222,3.0,3.0,0.333333,136.571,84.4286,0
mylyn,org::eclipse::mylyn::internal::wikitext::ui::editor::actions::SetMarkupLanguageAction,3.0,2,1,1,5.0,0,13.0,2.0,4,2,10.0,7.0,2.5,8.0,5.0,2.0,2.0,2.0,0.5,32.7143,8.22857,0
mylyn,org::eclipse::mylyn::internal::jira::ui::JiraTaskListMigrator,5.0,4,2,10,13.0,0,21.0,5.0,7,2,18.0,7.0,2.57143,11.0,7.0,1.57143,7.0,3.0,1.0,43.7143,17.6984,0
mylyn,org::eclipse::mylyn::internal::context::ui::commands::ClearContextHandler,2.0,5,2,0,7.0,0,12.0,1.0,4,3,7.0,4.0,1.75,4.0,2.0,1.0,3.0,3.0,0.75,43.8571,18.1837,0
mylyn,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteResolution,11.0,1,4,15,10.0,0,38.0,6.0,9,2,100.0,72.0,11.1111,108.0,80.0,12.0,-8.0,7.0,-0.888889,110.714,28.1129,0
mylyn,org::eclipse::mylyn::jira::tests::util::MockIssueCollector,5.0,1,1,15,7.0,0,15.0,6.0,3,2,6.0,5.0,2.0,5.0,4.0,1.66667,1.0,1.0,0.333333,38.1429,14.5,0
mylyn,org::eclipse::mylyn::internal::monitor::ui::MonitorUiPlugin,36.0,32,1,325,92.0,0,209.0,26.0,15,3,79.0,13.0,5.26667,79.0,26.0,5.26667,0.0,12.0,0.0,48.5714,13.1917,1
mylyn,org::eclipse::mylyn::internal::monitor::core::collection::InteractionByTypeSummary,10.0,4,1,15,33.0,0,55.0,6.0,7,2,19.0,8.0,2.71429,16.0,5.0,2.28571,3.0,3.0,0.428571,109.857,67.2331,0
mylyn,org::eclipse::mylyn::internal::bugzilla::core::BugzillaCorePlugin,62.0,31,1,153,107.0,0,257.0,18.0,41,3,575.0,120.0,14.0244,419.0,111.0,10.2195,156.0,110.0,3.80488,136.714,56.3866,1
mylyn,org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerTaskWizard,6.0,3,2,10,11.0,0,27.0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42857,0.0,1
mylyn,org::eclipse::mylyn::wikitext::tasks::ui::editor::MarkupSourceViewer,12.0,4,1,15,18.0,0,36.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0
mylyn,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaSearchManager,11.0,6,1,28,28.0,0,50.0,8.0,8,2,15.0,4.0,1.875,17.0,6.0,2.125,-2.0,3.0,-0.25,140.857,77.1905,0
mylyn,org::eclipse::mylyn::internal::xplanner::ui::wizard::ErrorQueryPage,8.0,2,4,28,12.0,0,28.0,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42857,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskEditorAction,9.0,3,1,6,10.0,0,24.0,4.0,6,3,12.0,4.0,2.0,9.0,3.0,1.5,3.0,3.0,0.5,75.0,38.8929,0
mylyn,org::eclipse::mylyn::internal::bugzilla::ui::wizard::BugzillaProductPage,26.0,20,1,36,73.0,0,291.0,9.0,107,3,1756.0,302.0,16.4112,1292.0,145.0,12.0748,464.0,249.0,4.33645,164.0,47.1871,0
mylyn,org::eclipse::mylyn::internal::context::ui::views::QuickContextPopupDialog,61.0,12,1,630,108.0,0,326.0,36.0,21,2,597.0,446.0,28.4286,710.0,446.0,33.8095,-113.0,446.0,-5.38095,103.571,5.83943,0
mylyn,org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskPropertiesSource,17.0,6,2,3,30.0,0,49.0,3.0,10,3,69.0,49.0,6.9,81.0,66.0,8.1,-12.0,4.0,-1.2,70.7143,12.1718,0
mylyn,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextUserInteractionMonitor,6.0,1,2,1,7.0,0,18.0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::TaskHyperlinkTextPresentationManager,5.0,5,2,3,9.0,0,18.0,3.0,5,1,23.0,18.0,4.6,142.0,136.0,28.4,-119.0,1.0,-23.8,24.1429,1.2795,0
mylyn,org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet4,5.0,4,1,0,13.0,0,41.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.8571,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::editors::TextAttributeEditor,5.0,3,2,10,23.0,1,34.0,5.0,16,3,40.0,9.0,2.5,25.0,7.0,1.5625,15.0,4.0,0.9375,61.2857,20.9464,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::actions::ContextCapturePauseAction,10.0,4,1,28,25.0,0,35.0,8.0,8,2,46.0,30.0,5.75,57.0,40.0,7.125,-11.0,3.0,-1.375,92.0,42.882,0
mylyn,org::eclipse::mylyn::internal::sandbox::ui::views::ActiveViewDelegatingDragAdapter,15.0,2,1,15,23.0,0,65.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5714,0.0,0
mylyn,org::eclipse::mylyn::internal::wikitext::textile::core::TextileContentState,10.0,8,2,28,18.0,0,31.0,8.0,6,2,44.0,35.0,7.33333,8.0,5.0,1.33333,36.0,35.0,6.0,32.7143,22.5682,0
mylyn,org::eclipse::mylyn::internal::provisional::commons::soap::CommonsHttpSender,124.0,14,1,78,172.0,1,565.0,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5714,0.0,0
mylyn,org::eclipse::mylyn::internal::tasks::core::AbstractSearchHandler,0.0,2,1,1,2.0,3,0.0,2.0,4,2,9.0,4.0,2.25,2.0,1.0,0.5,7.0,4.0,1.75,43.8571,13.0159,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryComparator,7.0,2,1,1,10.0,0,12.0,2.0,3,2,12.0,11.0,4.0,1.0,1.0,0.333333,11.0,11.0,3.66667,31.0,5.89286,0
mylyn,org::eclipse::mylyn::internal::tasks::core::CommentQuoter,10.0,5,1,1,22.0,0,51.0,2.0,9,3,22.0,5.0,2.44444,19.0,6.0,2.11111,3.0,5.0,0.333333,119.143,61.0455,0
mylyn,org::eclipse::mylyn::zest::layouts::dataStructures::BendPoint,6.0,2,2,15,6.0,0,19.0,6.0,4,1,16.0,11.0,4.0,18.0,16.0,4.5,-2.0,11.0,-0.5,144.571,37.3929,0
mylyn,org::eclipse::mylyn::internal::trac::core::model::TracRepositoryAttribute,5.0,5,1,6,5.0,3,14.0,4.0,5,2,7.0,4.0,1.4,4.0,1.0,0.8,3.0,3.0,0.6,39.5714,17.2041,0
mylyn,org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryAdapterFactory,7.0,0,1,1,3.0,0,28.0,2.0,12,3,24.0,4.0,2.0,21.0,5.0,1.75,3.0,3.0,0.25,90.1429,45.5595,0
